,Year,ICD10 Code,ICD10 Diagnosis,Diagnosis Type,Sex,Deaths,admissions,Age Group,Addicts(Age Group),Therapy_Cost,Real_Households_Income,Household_Expenditure_Tobacco
8098,2006,C67,Bladder,Cancers which can be caused by smoking,Male,7.0909098220799835,19140.0,16 and Over,23,44817,192.3,15542.0
8099,2006,C67,Bladder,Cancers which can be caused by smoking,Male,7.0909098220799835,5800.0,16 and Over,23,44817,192.3,15542.0
8100,2006,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Male,6.55250788703459,11094.0,16 and Over,23,44817,192.3,15542.0
8101,2006,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Male,6.55250788703459,2900.0,16 and Over,23,44817,192.3,15542.0
8102,2006,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Male,6.55250788703459,7248.0,16 and Over,23,44817,192.3,15542.0
8103,2006,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Male,6.55250788703459,2500.0,16 and Over,23,44817,192.3,15542.0
8104,2006,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Male,6.55250788703459,3846.0,16 and Over,23,44817,192.3,15542.0
8105,2006,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Male,6.55250788703459,400.0,16 and Over,23,44817,192.3,15542.0
8107,2006,C16,Stomach,Cancers which can be caused by smoking,Male,6.55250788703459,5700.0,16 and Over,23,44817,192.3,15542.0
8108,2006,C16,Stomach,Cancers which can be caused by smoking,Male,6.55250788703459,18254.0,16 and Over,23,44817,192.3,15542.0
8109,2006,C16,Stomach,Cancers which can be caused by smoking,Male,6.55250788703459,4800.0,16 and Over,23,44817,192.3,15542.0
8110,2006,C16,Stomach,Cancers which can be caused by smoking,Male,6.55250788703459,7500.0,16 and Over,23,44817,192.3,15542.0
8111,2006,C16,Stomach,Cancers which can be caused by smoking,Male,6.55250788703459,900.0,16 and Over,23,44817,192.3,15542.0
8112,2006,C25,Pancreas,Cancers which can be caused by smoking,Male,6.55250788703459,21488.0,16 and Over,23,44817,192.3,15542.0
8113,2006,C25,Pancreas,Cancers which can be caused by smoking,Male,6.55250788703459,5400.0,16 and Over,23,44817,192.3,15542.0
8114,2006,C25,Pancreas,Cancers which can be caused by smoking,Male,6.55250788703459,11294.0,16 and Over,23,44817,192.3,15542.0
8115,2006,C25,Pancreas,Cancers which can be caused by smoking,Male,6.55250788703459,2700.0,16 and Over,23,44817,192.3,15542.0
8116,2006,C25,Pancreas,Cancers which can be caused by smoking,Male,6.55250788703459,10194.0,16 and Over,23,44817,192.3,15542.0
8117,2006,C25,Pancreas,Cancers which can be caused by smoking,Male,6.55250788703459,2700.0,16 and Over,23,44817,192.3,15542.0
8118,2006,C80,Unspecified Site,Cancers which can be caused by smoking,Male,7.824445930877619,12169.0,16 and Over,23,44817,192.3,15542.0
8119,2006,C80,Unspecified Site,Cancers which can be caused by smoking,Male,7.824445930877619,4400.0,16 and Over,23,44817,192.3,15542.0
8120,2006,C80,Unspecified Site,Cancers which can be caused by smoking,Male,7.824445930877619,5286.0,16 and Over,23,44817,192.3,15542.0
8121,2006,C80,Unspecified Site,Cancers which can be caused by smoking,Male,7.824445930877619,2900.0,16 and Over,23,44817,192.3,15542.0
8122,2006,C80,Unspecified Site,Cancers which can be caused by smoking,Male,7.824445930877619,6883.0,16 and Over,23,44817,192.3,15542.0
8123,2006,C80,Unspecified Site,Cancers which can be caused by smoking,Male,7.824445930877619,1600.0,16 and Over,23,44817,192.3,15542.0
8130,2006,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Male,6.68586094706836,5476.0,16 and Over,23,44817,192.3,15542.0
8131,2006,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Male,6.68586094706836,4700.0,16 and Over,23,44817,192.3,15542.0
8132,2006,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Male,6.68586094706836,3095.0,16 and Over,23,44817,192.3,15542.0
8133,2006,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Male,6.68586094706836,2800.0,16 and Over,23,44817,192.3,15542.0
8134,2006,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Male,6.68586094706836,2381.0,16 and Over,23,44817,192.3,15542.0
8135,2006,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Male,6.68586094706836,2000.0,16 and Over,23,44817,192.3,15542.0
8143,2006,J10-J18,"Pneumonia, Influenza",Respiratory diseases which can be caused by smoking,Male,7.8636512654486515,20800.0,16 and Over,23,44817,192.3,15542.0
8145,2006,J10-J18,"Pneumonia, Influenza",Respiratory diseases which can be caused by smoking,Male,7.8636512654486515,12100.0,16 and Over,23,44817,192.3,15542.0
8147,2006,J10-J18,"Pneumonia, Influenza",Respiratory diseases which can be caused by smoking,Male,7.8636512654486515,8600.0,16 and Over,23,44817,192.3,15542.0
8151,2006,I00-I09 & I26-I51,Other Heart Disease,Circulatory diseases which can be caused by smoking,Male,7.438971592395862,22700.0,16 and Over,23,44817,192.3,15542.0
8153,2006,I00-I09 & I26-I51,Other Heart Disease,Circulatory diseases which can be caused by smoking,Male,7.438971592395862,11500.0,16 and Over,23,44817,192.3,15542.0
8167,2006,I60-I69,Cerebrovascular Disease,Circulatory diseases which can be caused by smoking,Male,7.650168700845001,14900.0,16 and Over,23,44817,192.3,15542.0
8169,2006,I60-I69,Cerebrovascular Disease,Circulatory diseases which can be caused by smoking,Male,7.650168700845001,8500.0,16 and Over,23,44817,192.3,15542.0
8171,2006,I60-I69,Cerebrovascular Disease,Circulatory diseases which can be caused by smoking,Male,7.650168700845001,6500.0,16 and Over,23,44817,192.3,15542.0
8172,2006,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Male,7.937731775260109,11620.0,16 and Over,23,44817,192.3,15542.0
8173,2006,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Male,7.937731775260109,7200.0,16 and Over,23,44817,192.3,15542.0
8174,2006,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Male,7.937731775260109,8796.0,16 and Over,23,44817,192.3,15542.0
8175,2006,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Male,7.937731775260109,5600.0,16 and Over,23,44817,192.3,15542.0
8176,2006,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Male,7.937731775260109,2824.0,16 and Over,23,44817,192.3,15542.0
8177,2006,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Male,7.937731775260109,1600.0,16 and Over,23,44817,192.3,15542.0
8184,2006,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Male,6.68586094706836,22270.0,16 and Over,23,44817,192.3,15542.0
8185,2006,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Male,6.68586094706836,11400.0,16 and Over,23,44817,192.3,15542.0
8186,2006,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Male,6.68586094706836,11457.0,16 and Over,23,44817,192.3,15542.0
8187,2006,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Male,6.68586094706836,6200.0,16 and Over,23,44817,192.3,15542.0
8188,2006,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Male,6.68586094706836,10813.0,16 and Over,23,44817,192.3,15542.0
8189,2006,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Male,6.68586094706836,5200.0,16 and Over,23,44817,192.3,15542.0
8229,2006,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Female,6.331501849893691,14884.0,16 and Over,21,44817,192.3,15542.0
8230,2006,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Female,6.331501849893691,10000.0,16 and Over,21,44817,192.3,15542.0
8231,2006,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Female,6.331501849893691,10419.0,16 and Over,21,44817,192.3,15542.0
8232,2006,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Female,6.331501849893691,7700.0,16 and Over,21,44817,192.3,15542.0
8233,2006,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Female,6.331501849893691,4465.0,16 and Over,21,44817,192.3,15542.0
8234,2006,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Female,6.331501849893691,2300.0,16 and Over,21,44817,192.3,15542.0
8244,2006,C15,Oesophagus,Cancers which can be caused by smoking,Female,7.639642287858013,17500.0,16 and Over,21,44817,192.3,15542.0
8245,2006,C15,Oesophagus,Cancers which can be caused by smoking,Female,7.639642287858013,9567.0,16 and Over,21,44817,192.3,15542.0
8246,2006,C15,Oesophagus,Cancers which can be caused by smoking,Female,7.639642287858013,6000.0,16 and Over,21,44817,192.3,15542.0
8247,2006,C53,Cervical,Cancers which can be caused by smoking,Female,6.582025138892826,6792.0,16 and Over,21,44817,192.3,15542.0
8248,2006,C53,Cervical,Cancers which can be caused by smoking,Female,6.582025138892826,800.0,16 and Over,21,44817,192.3,15542.0
8251,2006,C53,Cervical,Cancers which can be caused by smoking,Female,6.582025138892826,6791.0,16 and Over,21,44817,192.3,15542.0
8252,2006,C53,Cervical,Cancers which can be caused by smoking,Female,6.582025138892826,800.0,16 and Over,21,44817,192.3,15542.0
8257,2006,C67,Bladder,Cancers which can be caused by smoking,Female,7.222566018822171,19140.0,16 and Over,21,44817,192.3,15542.0
8258,2006,C67,Bladder,Cancers which can be caused by smoking,Female,7.222566018822171,5800.0,16 and Over,21,44817,192.3,15542.0
8259,2006,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Female,7.042286171939743,11094.0,16 and Over,21,44817,192.3,15542.0
8260,2006,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Female,7.042286171939743,2900.0,16 and Over,21,44817,192.3,15542.0
8261,2006,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Female,7.042286171939743,7248.0,16 and Over,21,44817,192.3,15542.0
8262,2006,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Female,7.042286171939743,2500.0,16 and Over,21,44817,192.3,15542.0
8263,2006,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Female,7.042286171939743,3846.0,16 and Over,21,44817,192.3,15542.0
8264,2006,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Female,7.042286171939743,400.0,16 and Over,21,44817,192.3,15542.0
8266,2006,C16,Stomach,Cancers which can be caused by smoking,Female,7.3752557780097545,5700.0,16 and Over,21,44817,192.3,15542.0
8267,2006,C16,Stomach,Cancers which can be caused by smoking,Female,7.3752557780097545,18254.0,16 and Over,21,44817,192.3,15542.0
8268,2006,C16,Stomach,Cancers which can be caused by smoking,Female,7.3752557780097545,4800.0,16 and Over,21,44817,192.3,15542.0
8269,2006,C16,Stomach,Cancers which can be caused by smoking,Female,7.3752557780097545,7500.0,16 and Over,21,44817,192.3,15542.0
8270,2006,C16,Stomach,Cancers which can be caused by smoking,Female,7.3752557780097545,900.0,16 and Over,21,44817,192.3,15542.0
8271,2006,C25,Pancreas,Cancers which can be caused by smoking,Female,8.045908742270779,21488.0,16 and Over,21,44817,192.3,15542.0
8272,2006,C25,Pancreas,Cancers which can be caused by smoking,Female,8.045908742270779,5400.0,16 and Over,21,44817,192.3,15542.0
8273,2006,C25,Pancreas,Cancers which can be caused by smoking,Female,8.045908742270779,11294.0,16 and Over,21,44817,192.3,15542.0
8274,2006,C25,Pancreas,Cancers which can be caused by smoking,Female,8.045908742270779,2700.0,16 and Over,21,44817,192.3,15542.0
8275,2006,C25,Pancreas,Cancers which can be caused by smoking,Female,8.045908742270779,10194.0,16 and Over,21,44817,192.3,15542.0
8276,2006,C25,Pancreas,Cancers which can be caused by smoking,Female,8.045908742270779,2700.0,16 and Over,21,44817,192.3,15542.0
8284,2006,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Female,6.803505257608338,5500.0,16 and Over,21,44817,192.3,15542.0
8285,2006,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Female,6.803505257608338,18290.0,16 and Over,21,44817,192.3,15542.0
8286,2006,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Female,6.803505257608338,4200.0,16 and Over,21,44817,192.3,15542.0
8287,2006,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Female,6.803505257608338,13195.0,16 and Over,21,44817,192.3,15542.0
8288,2006,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Female,6.803505257608338,1300.0,16 and Over,21,44817,192.3,15542.0
8289,2006,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Female,6.173786103901937,5476.0,16 and Over,21,44817,192.3,15542.0
8290,2006,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Female,6.173786103901937,4700.0,16 and Over,21,44817,192.3,15542.0
8291,2006,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Female,6.173786103901937,3095.0,16 and Over,21,44817,192.3,15542.0
8292,2006,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Female,6.173786103901937,2800.0,16 and Over,21,44817,192.3,15542.0
8293,2006,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Female,6.173786103901937,2381.0,16 and Over,21,44817,192.3,15542.0
8294,2006,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Female,6.173786103901937,2000.0,16 and Over,21,44817,192.3,15542.0
8320,2006,I72-I78,Other arterial disease,Circulatory diseases which can be caused by smoking,Female,7.310550158534422,7100.0,16 and Over,21,44817,192.3,15542.0
8321,2006,I72-I78,Other arterial disease,Circulatory diseases which can be caused by smoking,Female,7.310550158534422,22885.0,16 and Over,21,44817,192.3,15542.0
8322,2006,I72-I78,Other arterial disease,Circulatory diseases which can be caused by smoking,Female,7.310550158534422,4100.0,16 and Over,21,44817,192.3,15542.0
8323,2006,I72-I78,Other arterial disease,Circulatory diseases which can be caused by smoking,Female,7.310550158534422,15181.0,16 and Over,21,44817,192.3,15542.0
8324,2006,I72-I78,Other arterial disease,Circulatory diseases which can be caused by smoking,Female,7.310550158534422,3000.0,16 and Over,21,44817,192.3,15542.0
8331,2006,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Female,7.990576881743923,11620.0,16 and Over,21,44817,192.3,15542.0
8332,2006,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Female,7.990576881743923,7200.0,16 and Over,21,44817,192.3,15542.0
8333,2006,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Female,7.990576881743923,8796.0,16 and Over,21,44817,192.3,15542.0
8334,2006,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Female,7.990576881743923,5600.0,16 and Over,21,44817,192.3,15542.0
8335,2006,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Female,7.990576881743923,2824.0,16 and Over,21,44817,192.3,15542.0
8336,2006,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Female,7.990576881743923,1600.0,16 and Over,21,44817,192.3,15542.0
8337,2006,I70,Atherosclerosis,Circulatory diseases which can be caused by smoking,Female,6.037870919922137,7751.0,16 and Over,21,44817,192.3,15542.0
8338,2006,I70,Atherosclerosis,Circulatory diseases which can be caused by smoking,Female,6.037870919922137,1800.0,16 and Over,21,44817,192.3,15542.0
8339,2006,I70,Atherosclerosis,Circulatory diseases which can be caused by smoking,Female,6.037870919922137,4840.0,16 and Over,21,44817,192.3,15542.0
8340,2006,I70,Atherosclerosis,Circulatory diseases which can be caused by smoking,Female,6.037870919922137,1400.0,16 and Over,21,44817,192.3,15542.0
8341,2006,I70,Atherosclerosis,Circulatory diseases which can be caused by smoking,Female,6.037870919922137,2911.0,16 and Over,21,44817,192.3,15542.0
8342,2006,I70,Atherosclerosis,Circulatory diseases which can be caused by smoking,Female,6.037870919922137,400.0,16 and Over,21,44817,192.3,15542.0
8343,2006,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Female,7.322510433997394,22270.0,16 and Over,21,44817,192.3,15542.0
8344,2006,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Female,7.322510433997394,11400.0,16 and Over,21,44817,192.3,15542.0
8345,2006,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Female,7.322510433997394,11457.0,16 and Over,21,44817,192.3,15542.0
8346,2006,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Female,7.322510433997394,6200.0,16 and Over,21,44817,192.3,15542.0
8347,2006,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Female,7.322510433997394,10813.0,16 and Over,21,44817,192.3,15542.0
8348,2006,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Female,7.322510433997394,5200.0,16 and Over,21,44817,192.3,15542.0
8374,2006,K00-K93,All diseases of the digestive system,All diseases of the digestive system,Female,6.55250788703459,15600.0,16 and Over,21,44817,192.3,15542.0
